GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors.DataStoreConsensusCaller,44,0,0,0,14,0,7,0,7,0
Jillion,org.jcvi.jillion.assembly.util.consensus,TigrAnnotationConsensusCaller,0,69,0,8,0,17,0,8,0,4
Jillion,org.jcvi.jillion.assembly.util.consensus,AbstractChurchillWatermanConsensusCaller,5,348,2,34,1,76,2,29,0,13
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors.AbstractConsensusCollector,90,0,2,0,26,0,9,0,8,0
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors.AssemblyDataStoreConsensusCollector,78,0,4,0,17,0,8,0,6,0
Jillion,org.jcvi.jillion.assembly.util.consensus,NoAmbiguityConsensusCaller,0,69,0,8,0,17,0,6,0,2
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors,121,0,0,0,28,0,13,0,13,0
Jillion,org.jcvi.jillion.assembly.util.consensus,DefaultConsensusResult,60,39,10,6,15,13,11,3,3,3
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors.UngappedConverterAssemblyConsensusCollector,15,0,0,0,4,0,2,0,2,0
Jillion,org.jcvi.jillion.assembly.util.consensus,NextGenReferenceConsensusRecaller,6,244,2,34,2,56,2,24,0,8
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusProbabilities,17,173,1,11,2,32,2,11,1,6
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCombiner,145,0,14,0,29,0,14,0,7,0
Jillion,org.jcvi.jillion.assembly.util.consensus,AbstractChurchillWatermanConsensusCaller.LowestProbabilityComparator,0,16,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.util.consensus,AcgtnConsensusCaller,2,18,1,1,1,5,1,2,0,2
Jillion,org.jcvi.jillion.assembly.util.consensus,MostFrequentBasecallConsensusCaller,15,224,1,19,1,46,3,14,2,5
Jillion,org.jcvi.jillion.assembly.util.consensus,ConicConsensusCaller.MaxQualityStruct,0,9,0,0,0,4,0,1,0,1
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrderComparator,0,23,0,0,0,5,0,2,0,2
Jillion,org.jcvi.jillion.experimental.plate,PlateFormat,51,58,6,0,6,12,6,6,3,6
Jillion,org.jcvi.jillion.experimental.plate,PlatePopulator,9,112,1,13,2,28,2,13,1,7
Jillion,org.jcvi.jillion.experimental.plate,Well,77,237,11,17,11,55,11,27,2,22
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrder.new Well.IndexOrder() {...},0,138,0,8,0,25,0,9,0,5
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrder.new Well.IndexOrder() {...},0,45,0,0,0,7,0,3,0,3
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrder.new Well.IndexOrder() {...},0,48,0,0,0,7,0,3,0,3
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrder.new Well.IndexOrder() {...},10,74,2,2,2,14,2,3,0,3
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrder.new Well.IndexOrder() {...},0,93,0,4,0,16,0,5,0,3
Jillion,org.jcvi.jillion.experimental.plate,Well.IndexOrder,13,80,0,0,2,9,3,5,3,5
Jillion,org.jcvi.jillion.core.util,GenomeStatistics.NGStatBuilder,0,20,0,2,0,6,0,3,0,2
Jillion,org.jcvi.jillion.core.util,Pair,53,0,4,0,15,0,9,0,7,0
Jillion,org.jcvi.jillion.core.util,SingleThreadAdder,19,33,0,0,3,12,2,6,2,6
Jillion,org.jcvi.jillion.core.util,FileIterator,24,125,4,10,5,34,5,15,1,12
Jillion,org.jcvi.jillion.core.util,FileIterator.FileIteratorBuilder,14,72,3,5,5,18,3,6,1,4
Jillion,org.jcvi.jillion.core.util,FileIterator.BreadthFirstFileIteratorBuilder,0,10,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.core.util,UnsignedByteArray,4,60,2,8,2,18,2,9,0,6
Jillion,org.jcvi.jillion.core.util,FileIterator.FileNameComparator,0,9,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.core.util,JillionCollectors,37,33,0,0,6,5,7,4,7,4
Jillion,org.jcvi.jillion.core.util,FileIterator.NonRecursiveFileIteratorBuilder,0,10,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.core.util,ThrowingStreamImpl,221,59,2,2,38,15,39,10,38,9
Jillion,org.jcvi.jillion.core.util,MapUtil,25,28,4,4,5,5,5,2,1,2
Jillion,org.jcvi.jillion.core.util,GenomeStatistics.NgXCollector,4,62,0,6,0,15,1,11,1,8
Jillion,org.jcvi.jillion.core.util,MapValueComparator,26,120,7,9,7,30,6,10,0,8
Jillion,org.jcvi.jillion.core.util,FileIterator.BreadthFirstFileIterator,6,9,0,0,1,3,1,2,1,2
Jillion,org.jcvi.jillion.core.util,FileIterator.RecursiveFileIterator.DirectoryFileFilter,0,6,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.core.util,FileIterator.RecursiveFileIterator,2,78,1,7,1,20,1,10,0,7
Jillion,org.jcvi.jillion.core.util,MultipleFileFilter,0,34,0,4,0,10,0,5,0,3
Jillion,org.jcvi.jillion.core.util,ObjectsUtil,25,49,4,12,5,13,4,10,2,4
Jillion,org.jcvi.jillion.core.util,MultipleWrapper.ReturnPolicy,9,29,0,0,0,3,2,2,2,2
Jillion,org.jcvi.jillion.core.util,FileIterator.DepthFirstFileIterator,6,9,0,0,1,3,1,2,1,2
Jillion,org.jcvi.jillion.core.util,FileIterator.DepthFirstFileIteratorBuilder,0,10,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.core.util,JoinedStringBuilder,8,130,4,16,2,38,6,15,2,9
Jillion,org.jcvi.jillion.core.util,UnsignedIntArray,4,60,2,8,2,18,2,9,0,6
Jillion,org.jcvi.jillion.core.util,GenomeStatistics.NStatBuilder,0,24,0,2,0,6,0,3,0,2
Jillion,org.jcvi.jillion.core.util,DateUtil,24,105,3,11,9,24,5,8,3,3
Jillion,org.jcvi.jillion.core.util,FileIterator.NonHiddenFileFilter,1,9,1,1,0,2,1,2,0,2
Jillion,org.jcvi.jillion.core.util,GenomeStatistics.NXCollector,4,30,0,0,0,8,1,8,1,8
Jillion,org.jcvi.jillion.core.util,FileIterator.NullFileFilter,2,3,0,0,1,1,1,1,1,1
Jillion,org.jcvi.jillion.core.util,MultipleWrapper,4,121,0,12,2,24,0,12,0,6
Jillion,org.jcvi.jillion.core.util,FileIterator.NonDirectoryFileFilter,0,10,0,2,0,2,0,3,0,2
Jillion,org.jcvi.jillion.core.util,FileIterator.NonRecursiveFileIterator,6,6,0,0,1,2,1,1,1,1
Jillion,org.jcvi.jillion.core.util,UnsignedShortArray,4,60,2,8,2,18,2,9,0,6
Jillion,org.jcvi.jillion.core.util,ThrowingStream,11,22,0,0,4,11,1,4,1,4
Jillion,org.jcvi.jillion.core.util,GenomeStatistics,13,257,0,10,4,54,3,47,3,42
Jillion,org.jcvi.jillion.core.util,GenomeStatistics.AbstractStatBuilder,0,116,0,14,0,27,0,12,0,5
Jillion,org.jcvi.jillion.assembly.consed.nav,NavigationElement.Type,0,38,0,0,0,3,0,4,0,4
Jillion,org.jcvi.jillion.assembly.consed.nav,ConsedNavigationParser.new Object() {...},2,17,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.assembly.consed.nav,ConsedNavigationParser,26,217,4,23,7,67,5,13,1,3
Jillion,org.jcvi.jillion.assembly.consed.nav,ConsensusNavigationElement,0,38,0,2,0,9,0,5,0,4
Jillion,org.jcvi.jillion.assembly.consed.nav,ReadNavigationElement,29,13,2,0,5,4,3,2,2,2
Jillion,org.jcvi.jillion.assembly.consed.nav,AbstractNavigationElement,5,151,1,25,1,43,1,20,0,8
Jillion,org.jcvi.jillion.assembly.consed.nav,ConsedNavigationWriter,21,213,3,9,4,40,4,11,1,8
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramParser.ScfFileChromatogramParser,10,26,1,1,1,9,1,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramWriterBuilder.ScfChromatogramWriterImpl,26,31,1,1,6,12,2,3,1,3
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramBuilder.SCFChromatogramFileBuilderVisitor,6,91,0,0,2,32,1,16,1,16
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramBuilder,44,259,4,8,10,70,6,38,2,36
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfDecoderException,0,9,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramParser,0,42,0,2,0,11,0,6,0,5
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramParser.InputStreamChromatogramParser,10,24,2,2,2,9,2,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.scf,ScfChromatogramWriterBuilder,39,30,4,2,10,10,4,3,1,3
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser.NoMementoCallback,0,18,0,0,0,7,0,4,0,4
Jillion,org.jcvi.jillion.experimental.align,AlnFileWriter.AminoAcidAlnFileWriter,94,0,14,0,16,0,11,0,4,0
Jillion,org.jcvi.jillion.experimental.align,AlnFileWriter.AlnFileWriterBuilder,15,53,3,3,3,18,3,6,0,6
Jillion,org.jcvi.jillion.experimental.align,AlnGroupVisitor.ConservationInfo,21,69,1,4,1,14,3,7,2,4
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser.Group,6,151,4,24,1,42,4,13,0,3
Jillion,org.jcvi.jillion.experimental.align,GappedNucleotideAlignmentDataStore,3,15,0,0,2,4,1,2,1,2
Jillion,org.jcvi.jillion.experimental.align,GappedNucleotideAlignmentDataStore.GappedAlignmentDataStoreBuilder,1,96,1,5,1,26,2,10,1,8
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser.FileBasedAlnParser.AlnFileVisitorCallback,2,25,0,0,1,7,1,3,1,3
Jillion,org.jcvi.jillion.experimental.align,AlnUtil,65,58,8,12,8,11,8,5,2,1
Jillion,org.jcvi.jillion.experimental.align,AlnFileWriter.NucleotideAlnFileWriterBuilder,0,13,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser,11,180,4,22,1,43,3,18,0,8
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser.FileBasedAlnParser.AlnFileMemento,62,12,10,0,17,4,7,2,2,2
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser.InputStreamBasedAlnParser,5,35,0,0,1,9,1,4,1,4
Jillion,org.jcvi.jillion.experimental.align,AlnFileParser.FileBasedAlnParser,28,76,3,3,3,21,3,5,0,5
Jillion,org.jcvi.jillion.experimental.align,AlnFileWriter.AminoAcidAlnFileWriterBuilder,13,0,0,0,3,0,2,0,2,0
Jillion,org.jcvi.jillion.experimental.align,AlnFileWriter,35,430,6,40,5,91,7,24,1,7
Jillion,org.jcvi.jillion.experimental.align,AlnFileWriter.NucleotideAlnFileWriter,2,23,1,3,1,7,1,4,0,3
Jillion,org.jcvi.jillion.align.exonerate,Exonerate2.AlignmentFragment,3,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate,362,0,40,0,55,0,26,0,6,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate.FragmentType,58,0,0,0,5,0,4,0,4,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate2.FragmentInfo,3,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate2,362,0,40,0,55,0,26,0,6,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate.AlignmentFragment,3,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate.FragmentInfo,3,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.align.exonerate,Exonerate2.FragmentType,58,0,0,0,5,0,4,0,4,0
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.VisitorBuilder,12,42,2,2,7,14,8,8,6,8
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.FileBasedAsmFileParser,26,67,1,1,2,19,2,3,1,3
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},26,11,0,0,6,2,3,1,3,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},72,191,11,19,9,40,10,8,0,3
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},124,114,13,5,22,30,10,6,1,6
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},26,11,0,0,6,2,3,1,3,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},49,11,2,0,11,2,3,1,2,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},37,96,6,4,5,21,5,4,0,4
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},27,11,0,0,6,2,3,1,3,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},90,169,8,14,13,40,8,8,0,5
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler.new AsmFileParser.AsmMessageHandler() {...},84,168,7,7,8,39,7,7,0,7
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.ValidRangeVisitor,9,43,1,1,7,16,7,8,6,8
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.UnitigReadIdCollector,16,34,2,2,10,11,10,6,8,6
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmAssembledRead.IllegalReAbacus,23,0,0,0,4,0,1,0,1,0
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.IdTuple,0,9,0,0,0,4,0,1,0,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.OverlapStatus,135,0,4,0,19,0,9,0,7,0
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.VisitorBuilder,12,42,2,2,7,14,8,8,6,8
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmAssembledRead.Builder,187,92,18,0,52,23,31,12,22,12
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.VariantRecordImpl,147,0,24,0,38,0,20,0,8,0
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmContig.DefaultAsmContigBuilder.new Iterator() {...},33,0,0,0,5,0,4,0,4,0
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.SingleContigVisitorBuilder,14,34,1,1,9,10,9,6,8,6
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.CallBack,0,11,0,0,0,5,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.ContigReadIdCollector.new AsmContigVisitor() {...},2,21,0,0,2,6,2,4,2,4
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.UnitigLayoutType,20,115,1,3,2,17,3,6,2,5
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.SingleContigVisitorBuilder,16,33,1,1,10,9,10,5,9,5
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.ReadMapping,94,220,9,15,11,57,11,12,2,9
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmContigDataStore.VisitorBuilder.new AbstractAsmContigBuilder() {...},0,24,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.new StreamingIterator() {...},35,0,0,0,8,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.SingleContigVisitorBuilder.new AbstractAsmUnitigBuilder() {...},0,22,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.OffsetMemento,0,9,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore.UnitigReadIdCollector.new AsmUnitigVisitor() {...},1,20,0,0,1,5,1,3,1,3
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileUnitigDataStore,51,89,2,2,14,25,8,5,6,5
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmUnitigDataStore.VisitorBuilder.new AbstractAsmUnitigBuilder() {...},0,23,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.OverlapType.new AsmVisitor.OverlapType() {...},9,0,0,0,2,0,2,0,2,0
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.ContigUnitigMapping,86,178,7,11,8,45,9,10,2,8
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.FileBasedAsmFileParser.new AsmFileParser.ParserState() {...},0,17,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.FileBasedAsmFileParser.new AsmFileParser.ParserState() {...},0,17,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.ContigVariant,398,0,20,0,74,0,26,0,16,0
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileContigDataStoreBuilder,103,39,11,5,23,11,13,3,5,2
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser,62,75,7,7,11,24,8,10,2,9
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmAssembledRead,81,60,17,1,22,16,13,12,4,12
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.ValidRangeVisitor,9,43,1,1,7,16,7,8,6,8
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmContigDataStore,3,13,0,0,2,3,1,1,1,1
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmUnitig,146,39,34,0,25,10,19,8,2,8
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.SingleContigVisitorBuilder.new AbstractAsmContigBuilder() {...},0,23,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileContigDataStoreBuilder.new Object() {...},26,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmContig,128,53,22,0,34,12,14,9,3,9
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.new StreamingIterator() {...},35,0,0,0,8,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmUnitigDataStore.VisitorBuilder,9,54,1,1,7,15,7,8,6,8
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.MementoedCallback,0,15,0,0,0,5,0,3,0,3
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmContig.DefaultAsmContigBuilder,199,105,17,3,52,22,23,6,14,5
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmUnitigDataStore,3,13,0,0,2,3,1,1,1,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AbstractAsmUnitigBuilder,29,71,1,3,4,20,2,4,1,3
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileUnitigDataStoreBuilder.new Object() {...},3,23,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.ParserState,4,40,0,0,2,10,1,5,1,5
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmContigDataStore.VisitorBuilder,9,55,1,1,7,15,7,8,6,8
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore.ContigReadIdCollector,18,32,2,2,11,10,11,5,9,5
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmUtil,3,19,0,2,2,4,1,2,1,1
Jillion,org.jcvi.jillion.assembly.ca.asm,DefaultAsmUnitig.DefaultAsmUnitigBuilder,71,28,0,0,19,6,12,3,12,3
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.MatePairEvidenceImpl,115,0,22,0,30,0,17,0,6,0
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.MateStatus,20,225,1,3,2,27,3,6,2,5
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.LinkOrientation,125,0,4,0,18,0,9,0,7,0
Jillion,org.jcvi.jillion.assembly.ca.asm,AbstractAsmContigBuilder,30,73,1,3,5,21,3,5,2,4
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.OverlapType,139,0,4,0,20,0,10,0,8,0
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileParser.AsmMessageHandler,543,368,40,24,93,78,39,19,15,11
Jillion,org.jcvi.jillion.assembly.ca.asm,IndexedAsmFileContigDataStore,51,89,2,2,14,25,8,5,6,5
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmFileUnitigDataStoreBuilder,84,49,11,5,19,14,10,4,2,3
Jillion,org.jcvi.jillion.assembly.ca.asm,AsmVisitor.UnitigStatus,20,115,1,3,2,17,3,6,2,5
Jillion,org.jcvi.jillion.experimental.primer,PrimerDetector.NullAlignment,46,0,0,0,11,0,13,0,13,0
Jillion,org.jcvi.jillion.experimental.primer,PrimerDetector.PrimerHit,32,0,0,0,7,0,4,0,4,0
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator,34,243,2,20,5,52,6,15,4,6
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.LookupTable,14,17,1,1,1,6,1,2,0,2
Jillion,org.jcvi.jillion.experimental.primer,SaltCorrectionStrategy,14,59,1,1,1,9,3,3,2,3
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.InitialValues,80,15,10,0,23,6,8,3,3,3
Jillion,org.jcvi.jillion.experimental.primer,SaltCorrectionStrategy.new SaltCorrectionStrategy() {...},2,7,0,0,1,1,1,1,1,1
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},0,105,0,0,0,16,0,4,0,4
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new Object() {...},33,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},66,84,6,0,14,13,6,1,3,1
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},77,84,8,0,20,13,8,1,4,1
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},0,115,0,2,0,18,0,5,0,4
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},21,159,8,8,4,28,7,5,0,4
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},33,6,5,0,9,1,4,1,1,1
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.new OptimalMeltingTemperatureEstimator() {...},52,6,7,0,13,1,6,1,1,1
Jillion,org.jcvi.jillion.experimental.primer,PrimerUtil,16,0,0,0,4,0,2,0,2,0
Jillion,org.jcvi.jillion.experimental.primer,OptimalMeltingTemperatureEstimator.LookupTable.Builder,0,255,0,0,0,51,0,18,0,18
Jillion,org.jcvi.jillion.experimental.primer,PrimerDetector,419,193,52,26,101,56,32,14,3,4
Jillion,org.jcvi.jillion.core.pos,DefaultPositionSequence,8,79,2,6,3,21,3,11,1,9
Jillion,org.jcvi.jillion.core.pos,DefaultPositionSequence.IteratorImpl,49,68,3,5,5,15,4,5,1,4
Jillion,org.jcvi.jillion.core.pos,PositionSequenceBuilder,11,253,0,6,3,62,2,31,2,28
Jillion,org.jcvi.jillion.core.pos,DefaultPositionCodec,9,78,0,2,0,13,2,6,2,5
Jillion,org.jcvi.jillion.core.pos,PositionSequenceBuilder.IteratorImpl,41,0,2,0,7,0,5,0,4,0
Jillion,org.jcvi.jillion.core.pos,Position,23,67,3,11,8,20,5,9,2,5
Jillion,org.jcvi.jillion.internal.trace.chromat,BasicChromatogram,6,247,3,19,2,53,4,22,1,14
Jillion,org.jcvi.jillion.internal.trace.chromat,DefaultChannelGroup,0,226,0,32,0,58,0,28,0,12
Jillion,org.jcvi.jillion.internal.trace.chromat,DefaultChannel,4,99,2,14,0,25,2,12,0,6
Jillion,org.jcvi.jillion.internal.trace.chromat,BasicChromatogramBuilder,25,432,2,18,8,102,4,39,2,31
Jillion,org.jcvi.jillion.internal.trace.chromat,ChromatogramUtil,10,34,3,3,2,6,4,2,1,2
Jillion,org.jcvi.jillion.core.util.iter,ChainedStreamingIterator,9,40,1,3,2,11,2,5,1,4
Jillion,org.jcvi.jillion.core.util.iter,ChainedStreamingIteratorFromSuppliers,14,23,1,1,3,8,3,4,2,4
Jillion,org.jcvi.jillion.core.util.iter,StreamingIterator,6,14,0,0,2,4,2,2,2,2
Jillion,org.jcvi.jillion.core.util.iter,PeekableStreamingIterator,4,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.core.util.iter,RollOverListIterator,16,46,3,5,4,11,4,4,1,3
Jillion,org.jcvi.jillion.core.util.iter,IteratorUtil.EmptyIterator,0,16,0,0,0,5,0,5,0,5
Jillion,org.jcvi.jillion.core.util.iter,ChainedIteratorOfSuppliers,19,126,6,14,4,39,7,11,1,7
Jillion,org.jcvi.jillion.core.util.iter,IteratorUtil.PeekableIteratorImpl,13,47,2,6,3,16,3,7,1,5
Jillion,org.jcvi.jillion.core.util.iter,IteratorUtil.AdaptedStreamingIterator,14,28,2,2,4,10,3,4,1,4
Jillion,org.jcvi.jillion.core.util.iter,IteratorUtil.new Iterator() {...},20,0,0,0,3,0,3,0,3,0
Jillion,org.jcvi.jillion.core.util.iter,IteratorUtil,41,63,0,0,11,14,8,14,8,14
Jillion,org.jcvi.jillion.core.util.iter,PeekableIterator,4,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.core.util.iter,ChainedIterator,0,109,0,12,0,29,0,12,0,6
Jillion,org.jcvi.jillion.core.util.iter,IteratorUtil.PeekableStreamingIteratorImpl,9,65,1,9,2,22,2,10,1,6
Jillion,org.jcvi.jillion.core.util.iter,StreamingIteratorAdapter,9,53,2,8,2,18,2,9,0,6
Jillion,org.jcvi.jillion.core.util.iter,SingleElementIterator,0,25,0,2,0,9,0,4,0,3
Jillion,org.jcvi.jillion.core.util.iter,ArrayIterator,0,60,0,8,0,14,0,9,0,5
Jillion,org.jcvi.jillion.sam.transform,SamGappedReferenceBuilderVisitor,15,185,3,21,4,47,4,15,1,6
Jillion,org.jcvi.jillion.sam.transform,SamTransformationService.SamTransformerVisitor,61,323,5,35,12,77,6,21,1,6
